rgn_id, Species Name,Year,Length
1,GLAUERT'S ANGLERFISH                              ,2013,105.00000000000000000
1,GLAUERT'S ANGLERFISH                              ,2012,No Data
1,GLAUERT'S ANGLERFISH                              ,2011,No Data
1,GREAT BARRACUDA,2015,92.11111111008765432
1,GREAT BARRACUDA,2014,99.38333333233950000
1,GREAT BARRACUDA,2013,90.09803921483829296
1,GREAT BARRACUDA,2012,90.30487804821883551
1,GREAT BARRACUDA,2011,96.50442477822302842
1,GREAT HAMMERHEAD,2015,No Data
1,GREAT HAMMERHEAD,2014,No Data
1,GREAT HAMMERHEAD,2013,No Data
1,GREAT HAMMERHEAD,2012,No Data
1,GREAT HAMMERHEAD,2011,No Data
1,GREATER AMBERJACK,2015,No Data
1,GREATER AMBERJACK,2014,86.00000000000000000
1,GREATER AMBERJACK,2013,92.49999999953750000
1,GREATER AMBERJACK,2012,No Data
1,GREATER AMBERJACK,2011,100.00000000000000000
1,GREEN TURTLE,2015,No Data
1,GREEN TURTLE,2014,40.00000000000000000
1,GREEN TURTLE,2013,No Data
1,GREEN TURTLE,2012,No Data
1,GREEN TURTLE,2011,No Data
1,GREY REEF SHARK,2015,No Data
1,GREY REEF SHARK,2014,No Data
1,GREY REEF SHARK,2013,192.33333333333333333
1,GREY REEF SHARK,2012,192.99999999614000000
1,GREY REEF SHARK,2011,No Data
1,HAWKSBILL TURTLE,2015,No Data
1,HAWKSBILL TURTLE,2014,No Data
1,HAWKSBILL TURTLE,2013,No Data
1,HAWKSBILL TURTLE,2012,No Data
1,HAWKSBILL TURTLE,2011,77.00000000000000000
1,LONG FINNED MAKO SHARK,2015,No Data
1,LONG FINNED MAKO SHARK,2014,No Data
1,LONG FINNED MAKO SHARK,2013,No Data
1,LONG FINNED MAKO SHARK,2012,No Data
1,LONG FINNED MAKO SHARK,2011,190.99999999618000000
1,LONGSNOUTED LANCETFISH,2015,116.14285709988428573
1,LONGSNOUTED LANCETFISH,2014,101.51190475314331774
1,LONGSNOUTED LANCETFISH,2013,107.49999997400454546
1,LONGSNOUTED LANCETFISH,2012,89.11111109111061728
1,LONGSNOUTED LANCETFISH,2011,109.17391303359327504
1,MAHI MAHI / DOLPHINFISH / DORADO,2015,107.54362416100164857
1,MAHI MAHI / DOLPHINFISH / DORADO,2014,104.18007662831357257
1,MAHI MAHI / DOLPHINFISH / DORADO,2013,102.49142857140124038
1,MAHI MAHI / DOLPHINFISH / DORADO,2012,107.02890173400196665
1,MAHI MAHI / DOLPHINFISH / DORADO,2011,110.92099322794089345
1,Melon-headed whale,2015,No Data
1,Melon-headed whale,2014,No Data
1,Melon-headed whale,2013,No Data
1,Melon-headed whale,2012,No Data
1,Melon-headed whale,2011,No Data
1,OCEAN SUNFISH,2015,No Data
1,OCEAN SUNFISH,2014,No Data
1,OCEAN SUNFISH,2013,No Data
1,OCEAN SUNFISH,2012,No Data
1,OCEAN SUNFISH,2011,No Data
1,OCEANIC WHITE-TIP SHARK,2015,No Data
1,OCEANIC WHITE-TIP SHARK,2014,No Data
1,OCEANIC WHITE-TIP SHARK,2013,No Data
1,OCEANIC WHITE-TIP SHARK,2012,183.99999999540000000
1,OCEANIC WHITE-TIP SHARK,2011,178.99999998926000000
1,OCELLATED ANGELSHARK                              ,2015,No Data
1,OCELLATED ANGELSHARK                              ,2014,No Data
1,OCELLATED ANGELSHARK                              ,2013,No Data
1,OCELLATED ANGELSHARK                              ,2012,No Data
1,OCELLATED ANGELSHARK                              ,2011,No Data
1,OILFISH,2015,54.00000000000000000
1,OILFISH,2014,No Data
1,OILFISH,2013,77.74999999747312500
1,OILFISH,2012,No Data
1,OILFISH,2011,92.00000000000000000
1,OLIVE RIDLEY TURTLE (NEW FAO),2015,No Data
1,OLIVE RIDLEY TURTLE (NEW FAO),2014,51.00000000000000000
1,OLIVE RIDLEY TURTLE (NEW FAO),2013,No Data
1,OLIVE RIDLEY TURTLE (NEW FAO),2012,No Data
1,OLIVE RIDLEY TURTLE (NEW FAO),2011,No Data
1,OPAH / MOONFISH,2015,105.66666666664150793
1,OPAH / MOONFISH,2014,104.84079601987963367
1,OPAH / MOONFISH,2013,104.30833333329856388
1,OPAH / MOONFISH,2012,103.14285714285714285
1,OPAH / MOONFISH,2011,105.84883720926540156
1,ORANGE-SPOTTED EMPEROR,2015,No Data
1,ORANGE-SPOTTED EMPEROR,2014,No Data
1,ORANGE-SPOTTED EMPEROR,2014,No Data
1,ORANGE-SPOTTED EMPEROR,2013,No Data
1,ORANGE-SPOTTED EMPEROR,2012,No Data
1,OTHER FISH,2015,No Data
1,OTHER FISH,2014,No Data
1,OTHER FISH,2013,No Data
1,OTHER FISH,2012,No Data
1,OTHER FISH,2011,38.99999999779000000
1,PELAGIC PUFFER,2015,No Data
1,PELAGIC PUFFER,2014,41.99999999916000000
1,PELAGIC PUFFER,2013,46.00000000000000000
1,PELAGIC PUFFER,2012,28.75000000000000000
1,PELAGIC PUFFER,2011,No Data
1,PELAGIC STING-RAY,2015,51.99999997400000001
1,PELAGIC STING-RAY,2014,46.23999999938346666
1,PELAGIC STING-RAY,2013,49.19999999904880000
1,PELAGIC STING-RAY,2012,44.16129032186836628
1,PELAGIC STING-RAY,2011,49.04651162745073012
1,PELAGIC THRESHER SHARK,2015,No Data
1,PELAGIC THRESHER SHARK,2014,No Data
1,PELAGIC THRESHER SHARK,2013,No Data
1,PELAGIC THRESHER SHARK,2012,No Data
1,PELAGIC THRESHER SHARK,2011,No Data
1,PETRELS AND PUFFINS,2015,No Data
1,PETRELS AND PUFFINS,2014,No Data
1,PETRELS AND PUFFINS,2013,No Data
1,PETRELS AND PUFFINS,2012,No Data
1,PETRELS AND PUFFINS,2011,No Data
1,PILOT FISH,2015,No Data
1,PILOT FISH,2014,No Data
1,PILOT FISH,2013,No Data
1,PILOT FISH,2012,No Data
1,PILOT FISH,2011,24.00000000000000000
1,POMFRETS AND OCEAN BREAMS,2015,66.77777777762938271
1,POMFRETS AND OCEAN BREAMS,2014,54.25000000000000000
1,POMFRETS AND OCEAN BREAMS,2013,No Data
1,POMFRETS AND OCEAN BREAMS,2012,68.59999999986280000
1,POMFRETS AND OCEAN BREAMS,2011,46.20000000000000000
1,PUFFERS (FAMILY),2015,No Data
1,PUFFERS (FAMILY),2014,No Data
1,PUFFERS (FAMILY),2013,No Data
1,PUFFERS (FAMILY),2012,No Data
1,PUFFERS (FAMILY),2011,42.99999999957000000
1,RAINBOW RUNNER,2015,No Data
1,RAINBOW RUNNER,2014,87.00000000000000000
1,RAINBOW RUNNER,2013,No Data
1,RAINBOW RUNNER,2012,No Data
1,RAINBOW RUNNER,2011,66.75000000000000000
1,ROUDI ESCOLAR,2015,72.00000000000000000
1,ROUDI ESCOLAR,2014,No Data
1,ROUDI ESCOLAR,2013,No Data
1,ROUDI ESCOLAR,2012,No Data
1,ROUDI ESCOLAR,2011,No Data
1,SANDBAR SHARK,2015,No Data
1,SANDBAR SHARK,2014,No Data
1,SANDBAR SHARK,2013,No Data
1,SANDBAR SHARK,2012,149.99999999700000000
1,SANDBAR SHARK,2011,No Data
1,SARGENT MAJOR,2015,No Data
1,SARGENT MAJOR,2014,99.00000000000000000
1,SARGENT MAJOR,2013,96.00000000000000000
1,SARGENT MAJOR,2012,95.99999999904000000
1,SARGENT MAJOR,2011,No Data
1,SHARK FINS,2015,No Data
1,SHARK FINS,2014,No Data
1,SHARK FINS,2013,No Data
1,SHARK FINS,2012,No Data
1,SHARK FINS,2011,No Data
1,SHARKS (UNIDENTIFIED),2015,No Data
1,SHARKS (UNIDENTIFIED),2014,No Data
1,SHARKS (UNIDENTIFIED),2013,No Data
1,SHARKS (UNIDENTIFIED),2012,No Data
1,SHARKS (UNIDENTIFIED),2011,117.00000000000000000
1,SHORT FINNED MAKO SHARK,2015,No Data
1,SHORT FINNED MAKO SHARK,2014,No Data
1,SHORT FINNED MAKO SHARK,2013,156.99999999215000000
1,SHORT FINNED MAKO SHARK,2012,181.49999999918325000
1,SHORT FINNED MAKO SHARK,2011,178.27999999957212800
1,SHORTSNOUTED LANCETFISH,2015,No Data
1,SHORTSNOUTED LANCETFISH,2014,No Data
1,SHORTSNOUTED LANCETFISH,2013,No Data
1,SHORTSNOUTED LANCETFISH,2012,No Data
1,SHORTSNOUTED LANCETFISH,2011,64.00000000000000000
1,SHORT-TAILED BLACK RAY,2015,No Data
1,SHORT-TAILED BLACK RAY,2014,44.00000000000000000
1,SHORT-TAILED BLACK RAY,2013,No Data
1,SHORT-TAILED BLACK RAY,2012,No Data
1,SHORT-TAILED BLACK RAY,2011,No Data
1,SICKLE POMFRET,2015,No Data
1,SICKLE POMFRET,2014,56.00000000000000000
1,SICKLE POMFRET,2013,45.33333333288000000
1,SICKLE POMFRET,2012,No Data
1,SICKLE POMFRET,2011,No Data
1,SILKY SHARK,2015,No Data
1,SILKY SHARK,2014,No Data
1,SILKY SHARK,2013,57.99999999768000000
1,SILKY SHARK,2012,195.99999999412000000
1,SILKY SHARK,2011,158.24999999406562500
1,Silver biddy,2015,No Data
1,Silver biddy,2014,No Data
1,Silver biddy,2013,No Data
1,Silver biddy,2012,No Data
1,Silver biddy,2011,No Data
1,SILVER-TIP SHARK,2015,No Data
1,SILVER-TIP SHARK,2014,No Data
1,SILVER-TIP SHARK,2013,No Data
1,SILVER-TIP SHARK,2012,92.99999999535000000
1,SILVER-TIP SHARK,2011,73.99999999778000000
1,Slender sunfish,2015,No Data
1,Slender sunfish,2014,No Data
1,Slender sunfish,2013,53.00000000000000000
1,Slender sunfish,2012,53.66666666642814814
1,Slender sunfish,2011,58.54545454540132231
1,SMOOTH HAMMERHEAD,2015,No Data
1,SMOOTH HAMMERHEAD,2014,No Data
1,SMOOTH HAMMERHEAD,2013,No Data
1,SMOOTH HAMMERHEAD,2012,No Data
1,SMOOTH HAMMERHEAD,2011,No Data
1,SNAKE MACKEREL,2015,107.99999999784000000
1,SNAKE MACKEREL,2014,95.24999999476125000
1,SNAKE MACKEREL,2013,109.99999999120000000
1,SNAKE MACKEREL,2012,117.99999999842666666
1,SNAKE MACKEREL,2011,127.49999999362500000
1,THRESHER SHARK  (VULPINAS),2015,No Data
1,THRESHER SHARK  (VULPINAS),2014,No Data
1,THRESHER SHARK  (VULPINAS),2013,No Data
1,THRESHER SHARK  (VULPINAS),2012,No Data
1,THRESHER SHARK  (VULPINAS),2011,No Data
1,TIGER SHARK,2015,No Data
1,TIGER SHARK,2014,No Data
1,TIGER SHARK,2013,No Data
1,TIGER SHARK,2012,No Data
1,TIGER SHARK,2011,No Data
1,UNSPECIFIED,2015,No Data
1,UNSPECIFIED,2014,57.66666666647444444
1,UNSPECIFIED,2013,72.99999999772888888
1,UNSPECIFIED,2012,41.49999999962650000
1,UNSPECIFIED,2011,46.00000000000000000
1,WAHOO,2015,132.56521739121789224
1,WAHOO,2014,133.73939393932099063
1,WAHOO,2013,127.35204081626805263
1,WAHOO,2012,128.04716981127243503
1,WAHOO,2011,130.28504672889890558
